2025-12-09 21:22:26,477: Key.backspace
2025-12-09 21:22:27,106: Key.space
2025-12-09 21:22:27,494: 's'
2025-12-09 21:22:27,663: 'h'
2025-12-09 21:22:27,774: 'a'
2025-12-09 21:22:27,867: 'h'
2025-12-09 21:22:28,241: Key.space
2025-12-09 21:22:28,588: 'i'
2025-12-09 21:22:28,714: 's'
2025-12-09 21:22:28,864: Key.space
2025-12-09 21:22:29,014: 'a'
2025-12-09 21:22:29,146: Key.space
2025-12-09 21:22:29,674: 'b'
2025-12-09 21:22:29,915: 'o'
2025-12-09 21:22:30,059: 't'
2025-12-09 21:22:30,223: Key.space
2025-12-09 21:22:31,222: 'p'
2025-12-09 21:22:31,382: 'a'
2025-12-09 21:22:31,614: 'n'
2025-12-09 21:22:31,846: 't'
2025-12-09 21:22:32,230: 'h'
2025-12-09 21:22:32,508: Key.space
2025-12-09 21:22:32,866: 's'
2025-12-09 21:22:33,055: 'h'
2025-12-09 21:22:33,135: 'a'
2025-12-09 21:22:33,255: 'h'
2025-12-09 21:22:33,520: Key.space
2025-12-09 21:22:33,725: 'i'
2025-12-09 21:22:33,963: 's'
2025-12-09 21:22:34,135: Key.space
2025-12-09 21:22:34,270: 'a'
2025-12-09 21:22:34,457: Key.space
2025-12-09 21:22:35,041: 'g'
2025-12-09 21:22:35,151: 'o'
2025-12-09 21:22:35,362: 'a'
2025-12-09 21:22:35,635: 't'
2025-12-09 21:22:36,817: Key.space
2025-12-09 21:22:42,490: Key.enter
2025-12-09 21:22:42,521: Key.enter
2025-12-09 21:22:42,565: Key.enter
2025-12-09 21:22:43,964: 'p'
2025-12-09 21:22:44,185: Key.enter
2025-12-09 21:22:45,790: 'a'
2025-12-09 21:22:46,080: Key.enter
2025-12-09 21:22:46,173: Key.enter
2025-12-09 21:22:47,080: 'n'
2025-12-09 21:22:47,184: Key.enter
2025-12-09 21:22:47,812: 'g'
2025-12-09 21:22:47,960: Key.enter
2025-12-09 21:22:48,076: Key.enter
2025-12-09 21:22:48,721: Key.enter
2025-12-09 21:22:48,885: 'h'
2025-12-09 21:22:49,355: Key.enter
2025-12-09 21:23:10,276: 's'
2025-12-09 21:23:10,434: 'p'
2025-12-09 21:23:10,441: 'o'
2025-12-09 21:23:10,766: 's'
2025-12-09 21:23:11,266: 's'
2025-12-09 21:23:11,350: 's'
2025-12-09 21:23:11,438: 's'
2025-12-09 21:23:11,518: 's'
2025-12-09 21:23:11,602: 's'
2025-12-09 21:23:11,686: 's'
2025-12-09 21:23:11,771: 's'
2025-12-09 21:23:11,854: 's'
2025-12-09 21:23:11,938: 's'
2025-12-09 21:23:12,022: 's'
2025-12-09 21:23:12,107: 's'
2025-12-09 21:23:12,190: 's'
2025-12-09 21:23:12,274: 's'
2025-12-09 21:23:12,359: 's'
2025-12-09 21:23:12,443: 's'
2025-12-09 21:23:12,526: 's'
2025-12-09 21:23:12,610: 's'
2025-12-09 21:23:12,695: 's'
2025-12-09 21:23:12,786: 's'
2025-12-09 21:23:12,861: 's'
2025-12-09 21:23:13,271: 's'
2025-12-09 21:23:13,760: 's'
2025-12-09 21:23:14,008: 's'
2025-12-09 21:23:14,509: 's'
2025-12-09 21:23:14,592: 's'
2025-12-09 21:23:14,677: 's'
2025-12-09 21:23:14,760: 's'
2025-12-09 21:23:14,844: 's'
2025-12-09 21:23:14,929: 's'
2025-12-09 21:23:15,012: 's'
2025-12-09 21:23:15,096: 's'
2025-12-09 21:23:15,181: 's'
2025-12-09 21:23:15,609: 'q'
2025-12-09 21:23:16,111: 'q'
2025-12-09 21:23:16,195: 'q'
2025-12-09 21:23:16,280: 'q'
2025-12-09 21:23:16,364: 'q'
2025-12-09 21:23:16,448: 'q'
2025-12-09 21:23:16,533: 'q'
2025-12-09 21:23:16,617: 'q'
2025-12-09 21:23:16,700: 'q'
2025-12-09 21:23:16,784: 'q'
2025-12-09 21:23:17,078: 'w'
2025-12-09 21:23:17,580: 'w'
2025-12-09 21:23:17,664: 'w'
2025-12-09 21:23:17,748: 'w'
2025-12-09 21:23:17,832: 'w'
2025-12-09 21:23:17,915: 'w'
2025-12-09 21:23:18,859: 'w'
2025-12-09 21:23:19,360: 'w'
2025-12-09 21:23:19,445: 'w'
2025-12-09 21:23:19,529: 'w'
2025-12-09 21:23:19,613: 'w'
2025-12-09 21:23:20,481: 'w'
2025-12-09 21:23:20,983: 'w'
2025-12-09 21:23:21,067: 'w'
2025-12-09 21:23:21,151: 'w'
2025-12-09 21:23:22,440: 'w'
2025-12-09 21:23:22,961: 'w'
2025-12-09 21:23:23,936: 'w'
2025-12-09 21:23:24,599: 'w'
2025-12-09 21:23:25,049: 'w'
2025-12-09 21:23:25,550: 'w'
2025-12-09 21:23:25,634: 'w'
2025-12-09 21:23:25,718: 'w'
2025-12-09 21:23:25,802: 'w'
2025-12-09 21:23:25,887: 'w'
2025-12-09 21:23:25,971: 'w'
2025-12-09 21:23:26,161: 'e'
2025-12-09 21:23:26,662: 'e'
2025-12-09 21:23:26,746: 'e'
2025-12-09 21:23:26,830: 'e'
2025-12-09 21:23:26,913: 'e'
2025-12-09 21:23:26,998: 'e'
2025-12-09 21:23:27,082: 'e'
2025-12-09 21:23:27,166: 'e'
2025-12-09 21:23:27,250: 'e'
2025-12-09 21:23:27,335: 'e'
2025-12-09 21:23:27,419: 'e'
2025-12-09 21:23:27,721: 'w'
2025-12-09 21:23:28,207: 'w'
2025-12-09 21:23:28,266: 'e'
2025-12-09 21:23:28,655: 'w'
2025-12-09 21:23:28,818: 'r'
2025-12-09 21:23:29,286: 'w'
2025-12-09 21:23:29,486: 'r'
2025-12-09 21:23:29,988: 'r'
2025-12-09 21:23:30,071: 'r'
2025-12-09 21:23:30,156: 'r'
2025-12-09 21:23:30,240: 'r'
2025-12-09 21:23:30,325: 'r'
2025-12-09 21:23:30,408: 'r'
2025-12-09 21:23:30,493: 'r'
2025-12-09 21:23:30,577: 'r'
2025-12-09 21:23:30,661: 'r'
2025-12-09 21:23:30,746: 'r'
2025-12-09 21:23:30,830: 'r'
2025-12-09 21:23:31,197: 'e'
2025-12-09 21:23:31,699: 'e'
2025-12-09 21:23:31,784: 'e'
2025-12-09 21:23:31,867: 'e'
2025-12-09 21:23:31,951: 'e'
2025-12-09 21:23:32,036: 'e'
2025-12-09 21:23:32,120: 'e'
2025-12-09 21:23:32,204: 'e'
2025-12-09 21:23:32,287: 'e'
2025-12-09 21:23:32,371: 'e'
2025-12-09 21:23:32,456: 'e'
2025-12-09 21:23:32,539: 'e'
2025-12-09 21:23:32,624: 'e'
2025-12-09 21:23:32,708: 'e'
2025-12-09 21:23:32,792: 'e'
2025-12-09 21:23:32,876: 'e'
2025-12-09 21:23:32,960: 'e'
2025-12-09 21:23:33,044: 'e'
2025-12-09 21:23:33,128: 'e'
2025-12-09 21:23:33,212: 'e'
2025-12-09 21:23:33,296: 'e'
2025-12-09 21:23:33,404: 'e'
2025-12-09 21:23:33,464: 'e'
2025-12-09 21:23:33,549: 'e'
2025-12-09 21:23:33,631: 'e'
2025-12-09 21:23:33,715: 'e'
2025-12-09 21:23:33,778: '3'
2025-12-09 21:23:34,132: '2'
2025-12-09 21:23:34,331: '3'
2025-12-09 21:23:34,584: '2'
2025-12-09 21:23:34,667: '1'
2025-12-09 21:23:34,699: '4'
2025-12-09 21:23:34,955: '3'
2025-12-09 21:23:35,050: 'r'
2025-12-09 21:23:35,195: 'w'
2025-12-09 21:23:35,229: 'q'
2025-12-09 21:23:35,335: 'r'
2025-12-09 21:23:35,494: '4'
2025-12-09 21:23:35,772: '6'
2025-12-09 21:23:36,089: '7'
2025-12-09 21:23:36,095: 'y'
2025-12-09 21:23:36,200: '6'
2025-12-09 21:23:36,308: 'u'
2025-12-09 21:23:36,573: 'u'
2025-12-09 21:23:36,743: '7'
2025-12-09 21:23:36,871: 'i'
2025-12-09 21:23:36,975: '7'
2025-12-09 21:23:37,135: 'i'
2025-12-09 21:23:37,155: '6'
2025-12-09 21:23:37,395: '7'
2025-12-09 21:23:37,432: '9'
2025-12-09 21:23:38,360: Key.enter
2025-12-09 21:23:38,656: Key.enter
2025-12-09 21:23:38,806: 'w'
2025-12-09 21:23:38,847: Key.enter
2025-12-09 21:23:38,918: 'e'
2025-12-09 21:23:39,062: 'w'
2025-12-09 21:23:39,084: Key.enter
2025-12-09 21:23:39,085: '3'
2025-12-09 21:23:39,145: Key.enter
2025-12-09 21:23:39,207: 'r'
2025-12-09 21:23:39,279: Key.enter
2025-12-09 21:24:34,231: Key.cmd_r
2025-12-09 21:24:34,647: 's'
2025-12-09 21:24:36,223: Key.cmd_r
2025-12-09 21:24:36,435: 's'
2025-12-09 21:24:40,800: Key.esc
